Target Distance: 100, Step Size: 2
6837: (x,y) = (-57.2143,1801.82)
6838: (x,y) = (-77.6742,1779.88)
6839: (x,y) = (-54.6929,1799.16)
6840: (x,y) = (-84.6929,1799.16)
6841: (x,y) = (-99.6929,1825.14)
6842: (x,y) = (-69.7112,1824.1)
6843: (x,y) = (-94.8713,1807.76)
6844: (x,y) = (-70.2967,1824.96)
6845: (x,y) = (-65.6037,1795.33)
6846: (x,y) = (-66.1273,1825.33)
6847: (x,y) = (-80.6716,1799.09)
6848: (x,y) = (-57.0312,1817.56)
6849: (x,y) = (-37.7476,1840.54)
6850: (x,y) = (-24.1279,1813.81)
6851: (x,y) = (-46.0685,1793.35)
6852: (x,y) = (-59.2197,1766.39)
6853: (x,y) = (-67.4888,1737.55)
6854: (x,y) = (-40.2995,1750.23)
6855: (x,y) = (-69.8438,1755.44)
6856: (x,y) = (-99.6202,1751.78)
6857: (x,y) = (-116.827,1776.36)
6858: (x,y) = (-137.667,1754.78)
6859: (x,y) = (-164.856,1767.45)
6860: (x,y) = (-158.619,1796.8)
6861: (x,y) = (-131.889,1783.18)
6862: (x,y) = (-118.738,1756.22)
6863: (x,y) = (-148.082,1749.98)
6864: (x,y) = (-127.242,1728.4)
6865: (x,y) = (-98.5533,1737.17)
6866: (x,y) = (-70.5459,1726.42)
6867: (x,y) = (-42.7304,1737.66)
6868: (x,y) = (-50.9995,1766.49)
6869: (x,y) = (-77.9633,1753.34)
6870: (x,y) = (-65.2848,1726.15)
6871: (x,y) = (-93.1003,1737.39)
6872: (x,y) = (-121.466,1727.62)
6873: (x,y) = (-109.744,1700.01)
6874: (x,y) = (-123.364,1673.28)
6875: (x,y) = (-140.997,1649.01)
6876: (x,y) = (-138.382,1678.89)
6877: (x,y) = (-111.193,1666.22)
6878: (x,y) = (-81.9622,1659.47)
6879: (x,y) = (-98.3013,1684.63)
6880: (x,y) = (-105.05,1655.4)
6881: (x,y) = (-97.7922,1626.29)
6882: (x,y) = (-121.433,1607.82)
6883: (x,y) = (-145.073,1626.29)
6884: (x,y) = (-125.789,1649.27)
6885: (x,y) = (-138.94,1622.31)
6886: (x,y) = (-168.867,1620.21)
6887: (x,y) = (-179.128,1648.4)
6888: (x,y) = (-193.672,1622.16)
6889: (x,y) = (-187.435,1592.82)
6890: (x,y) = (-190.049,1562.93)
6891: (x,y) = (-219.498,1557.21)
6892: (x,y) = (-227.263,1528.23)
6893: (x,y) = (-218.492,1556.92)
6894: (x,y) = (-226.256,1527.94)
6895: (x,y) = (-252.495,1513.4)
6896: (x,y) = (-253.018,1543.39)
6897: (x,y) = (-270.652,1519.12)
6898: (x,y) = (-277.91,1548.23)
6899: (x,y) = (-306.599,1539.46)
6900: (x,y) = (-286.139,1517.52)
6901: (x,y) = (-285.615,1487.53)
6902: (x,y) = (-255.729,1484.91)
6903: (x,y) = (-282.218,1499)
6904: (x,y) = (-274.96,1528.1)
6905: (x,y) = (-285.221,1556.29)
6906: (x,y) = (-291.458,1526.95)
6907: (x,y) = (-319.824,1536.72)
6908: (x,y) = (-317.209,1566.6)
6909: (x,y) = (-330.829,1593.33)
6910: (x,y) = (-358.444,1605.06)
6911: (x,y) = (-329.755,1596.28)
6912: (x,y) = (-307.46,1616.36)
6913: (x,y) = (-278.483,1624.12)
6914: (x,y) = (-248.524,1622.55)
6915: (x,y) = (-249.571,1652.53)
6916: (x,y) = (-269.253,1675.18)
6917: (x,y) = (-251.198,1699.13)
6918: (x,y) = (-279.014,1687.9)
6919: (x,y) = (-292.165,1660.93)
6920: (x,y) = (-318.895,1647.31)
6921: (x,y) = (-290.888,1636.56)
6922: (x,y) = (-283.123,1665.54)
6923: (x,y) = (-256.159,1652.39)
6924: (x,y) = (-238.105,1676.35)
6925: (x,y) = (-265.72,1664.63)
6926: (x,y) = (-295.647,1662.53)
6927: (x,y) = (-266.809,1670.8)
6928: (x,y) = (-260.06,1700.03)
6929: (x,y) = (-288.251,1710.29)
6930: (x,y) = (-313.411,1693.95)
6931: (x,y) = (-317.586,1664.25)
6932: (x,y) = (-301.247,1639.09)
6933: (x,y) = (-296.038,1668.63)
6934: (x,y) = (-287.769,1639.79)
6935: (x,y) = (-259.403,1649.56)
6936: (x,y) = (-288.947,1644.35)
6937: (x,y) = (-318.874,1642.26)
6938: (x,y) = (-348.87,1641.73)
6939: (x,y) = (-374.311,1657.63)
6940: (x,y) = (-404.147,1660.77)
6941: (x,y) = (-430.128,1645.77)
6942: (x,y) = (-400.169,1647.34)
6943: (x,y) = (-424.439,1629.7)
6944: (x,y) = (-445.652,1608.49)
6945: (x,y) = (-464.122,1584.85)
6946: (x,y) = (-494.122,1584.85)
6947: (x,y) = (-513.804,1562.21)
6948: (x,y) = (-506.039,1533.23)
6949: (x,y) = (-513.804,1504.25)
6950: (x,y) = (-525.526,1531.87)
6951: (x,y) = (-545.6,1554.16)
6952: (x,y) = (-563.233,1529.89)
6953: (x,y) = (-548.689,1556.13)
6954: (x,y) = (-520.874,1544.89)
6955: (x,y) = (-548.881,1555.64)
6956: (x,y) = (-570.461,1576.48)
6957: (x,y) = (-545.59,1593.26)
6958: (x,y) = (-575.476,1595.87)
6959: (x,y) = (-600.636,1579.54)
6960: (x,y) = (-629.745,1572.28)
6961: (x,y) = (-634.954,1542.73)
6962: (x,y) = (-605.61,1536.5)
6963: (x,y) = (-627.551,1556.96)
6964: (x,y) = (-652.992,1541.06)
6965: (x,y) = (-650.899,1511.13)
6966: (x,y) = (-624.661,1525.68)
6967: (x,y) = (-602.72,1546.14)
6968: (x,y) = (-576.482,1531.59)
6969: (x,y) = (-602.462,1516.59)
6970: (x,y) = (-588.843,1543.32)
6971: (x,y) = (-613.417,1560.53)
6972: (x,y) = (-602.179,1532.71)
6973: (x,y) = (-589.977,1560.12)
6974: (x,y) = (-608.031,1536.16)
6975: (x,y) = (-581.793,1550.71)
6976: (x,y) = (-567.709,1524.22)
6977: (x,y) = (-549.654,1548.18)
6978: (x,y) = (-555.891,1518.83)
6979: (x,y) = (-558.506,1548.72)
6980: (x,y) = (-588.506,1548.72)
6981: (x,y) = (-601.657,1521.75)
6982: (x,y) = (-606.35,1551.38)
6983: (x,y) = (-597.579,1522.69)
6984: (x,y) = (-627.538,1524.27)
6985: (x,y) = (-620.79,1553.5)
6986: (x,y) = (-598.495,1533.42)
6987: (x,y) = (-578.035,1511.48)
6988: (x,y) = (-589.273,1539.3)
6989: (x,y) = (-610.113,1560.88)
6990: (x,y) = (-586.473,1579.35)
6991: (x,y) = (-616.455,1580.39)
6992: (x,y) = (-618.547,1550.47)
6993: (x,y) = (-591.583,1563.62)
6994: (x,y) = (-570.003,1542.78)
6995: (x,y) = (-584.548,1569.02)
6996: (x,y) = (-614.324,1572.67)
6997: (x,y) = (-638.283,1554.62)
6998: (x,y) = (-613.412,1571.39)
6999: (x,y) = (-584.574,1579.66)
7000: (x,y) = (-570.03,1553.43)
7001: (x,y) = (-573.686,1583.2)
7002: (x,y) = (-548.526,1599.54)
7003: (x,y) = (-567.405,1576.23)
7004: (x,y) = (-596.094,1585)
7005: (x,y) = (-598.187,1555.07)
7006: (x,y) = (-603.397,1525.53)
7007: (x,y) = (-576.666,1511.91)
7008: (x,y) = (-606.115,1506.18)
7009: (x,y) = (-634.123,1516.93)
7010: (x,y) = (-622.884,1544.75)
7011: (x,y) = (-593.54,1550.99)
7012: (x,y) = (-590.925,1521.1)
7013: (x,y) = (-620.156,1527.85)
7014: (x,y) = (-649.787,1532.54)
7015: (x,y) = (-650.834,1562.52)
7016: (x,y) = (-663.985,1589.49)
7017: (x,y) = (-682.865,1612.8)
7018: (x,y) = (-661.652,1634.02)
7019: (x,y) = (-681.726,1611.72)
7020: (x,y) = (-685.382,1581.94)
7021: (x,y) = (-664.168,1560.73)
7022: (x,y) = (-643.708,1582.67)
7023: (x,y) = (-621.414,1602.75)
7024: (x,y) = (-592.882,1593.48)
7025: (x,y) = (-610.09,1568.9)
7026: (x,y) = (-638.455,1578.67)
7027: (x,y) = (-611.725,1592.29)
7028: (x,y) = (-612.772,1622.27)
7029: (x,y) = (-601.05,1649.88)
7030: (x,y) = (-579.109,1670.34)
7031: (x,y) = (-553.394,1685.8)
7032: (x,y) = (-582.232,1694.06)
7033: (x,y) = (-574.975,1723.17)
7034: (x,y) = (-595.814,1744.75)
7035: (x,y) = (-624.18,1734.99)
7036: (x,y) = (-649.051,1718.21)
7037: (x,y) = (-624.18,1734.99)
7038: (x,y) = (-653.888,1739.16)
7039: (x,y) = (-632.675,1760.37)
7040: (x,y) = (-619.996,1787.56)
7041: (x,y) = (-631.234,1815.38)
7042: (x,y) = (-621.467,1787.01)
7043: (x,y) = (-593.277,1776.75)
7044: (x,y) = (-619.515,1791.3)
7045: (x,y) = (-624.725,1820.84)
7046: (x,y) = (-607.949,1795.97)
7047: (x,y) = (-609.519,1766.01)
7048: (x,y) = (-628.803,1743.03)
7049: (x,y) = (-651.444,1723.35)
7050: (x,y) = (-673.024,1744.19)
7051: (x,y) = (-643.138,1746.8)
7052: (x,y) = (-673.097,1748.37)
7053: (x,y) = (-655.89,1772.95)
7054: (x,y) = (-635.43,1794.89)
7055: (x,y) = (-609.715,1810.34)
7056: (x,y) = (-599.454,1782.15)
7057: (x,y) = (-594.245,1811.69)
7058: (x,y) = (-578.347,1837.13)
7059: (x,y) = (-586.616,1808.3)
7060: (x,y) = (-611.776,1824.64)
7061: (x,y) = (-617.501,1854.08)
7062: (x,y) = (-645.116,1865.81)
7063: (x,y) = (-625.434,1843.17)
7064: (x,y) = (-605.752,1865.81)
7065: (x,y) = (-595.001,1837.8)
7066: (x,y) = (-567.186,1849.04)
7067: (x,y) = (-570.842,1819.26)
7068: (x,y) = (-546.267,1802.05)
7069: (x,y) = (-575.376,1794.8)
7070: (x,y) = (-605.376,1794.8)
7071: (x,y) = (-609.032,1765.02)
7072: (x,y) = (-639.014,1766.07)
7073: (x,y) = (-649.275,1794.26)
7074: (x,y) = (-661.953,1821.45)
7075: (x,y) = (-636.238,1806)
7076: (x,y) = (-662.219,1791)
7077: (x,y) = (-647.219,1816.98)
7078: (x,y) = (-656.986,1845.34)
7079: (x,y) = (-636.912,1823.05)
7080: (x,y) = (-631.188,1793.6)
7081: (x,y) = (-643.866,1766.41)
7082: (x,y) = (-621.572,1746.34)
7083: (x,y) = (-625.747,1776.04)
7084: (x,y) = (-655.455,1780.22)
7085: (x,y) = (-671.794,1755.06)
7086: (x,y) = (-690.674,1778.37)
7087: (x,y) = (-663.71,1765.22)
7088: (x,y) = (-641.416,1745.15)
7089: (x,y) = (-625.965,1770.86)
7090: (x,y) = (-631.174,1800.41)
7091: (x,y) = (-638.939,1829.39)
7092: (x,y) = (-613.497,1845.28)
7093: (x,y) = (-620.246,1816.05)
7094: (x,y) = (-610.479,1787.69)
7095: (x,y) = (-605.786,1817.32)
7096: (x,y) = (-635.494,1813.14)
7097: (x,y) = (-615.812,1790.5)
7098: (x,y) = (-640.082,1772.87)
7099: (x,y) = (-612.893,1785.55)
7100: (x,y) = (-584.362,1794.82)
7101: (x,y) = (-560.402,1812.87)
7102: (x,y) = (-588.593,1823.13)
7103: (x,y) = (-577.355,1850.95)
7104: (x,y) = (-548.989,1860.71)
7105: (x,y) = (-545.854,1830.88)
7106: (x,y) = (-522.213,1849.35)
7107: (x,y) = (-527.938,1878.8)
7108: (x,y) = (-500.531,1866.59)
7109: (x,y) = (-525.691,1882.93)
7110: (x,y) = (-508.058,1907.2)
7111: (x,y) = (-526.937,1930.52)
7112: (x,y) = (-530.073,1900.68)
7113: (x,y) = (-500.729,1906.92)
7114: (x,y) = (-505.938,1936.46)
7115: (x,y) = (-487.468,1912.82)
7116: (x,y) = (-498.219,1884.82)
7117: (x,y) = (-503.944,1914.27)
7118: (x,y) = (-497.706,1884.92)
7119: (x,y) = (-491.982,1914.37)
7120: (x,y) = (-520.348,1924.14)
7121: (x,y) = (-492.532,1935.37)
7122: (x,y) = (-522.418,1932.76)
7123: (x,y) = (-551.649,1926.01)
7124: (x,y) = (-577.888,1940.56)
7125: (x,y) = (-548.779,1933.3)
7126: (x,y) = (-573.939,1949.64)
7127: (x,y) = (-545.932,1938.89)
7128: (x,y) = (-575.38,1944.61)
7129: (x,y) = (-545.421,1946.18)
7130: (x,y) = (-562.197,1921.31)
7131: (x,y) = (-546.746,1947.02)
7132: (x,y) = (-545.699,1917.04)
7133: (x,y) = (-521.74,1935.1)
7134: (x,y) = (-540.21,1958.74)
7135: (x,y) = (-529.459,1930.73)
7136: (x,y) = (-559.345,1928.12)
7137: (x,y) = (-535.704,1946.59)
7138: (x,y) = (-510.544,1962.92)
7139: (x,y) = (-538.91,1972.69)
7140: (x,y) = (-522.571,1997.85)
7141: (x,y) = (-521.001,2027.81)
7142: (x,y) = (-549.532,2037.08)
7143: (x,y) = (-526.218,2018.2)
7144: (x,y) = (-499.979,2003.66)
7145: (x,y) = (-504.154,1973.95)
7146: (x,y) = (-527.469,1992.83)
7147: (x,y) = (-528.516,2022.81)
7148: (x,y) = (-545.292,1997.94)
7149: (x,y) = (-531.672,2024.67)
7150: (x,y) = (-561.38,2028.84)
7151: (x,y) = (-537.421,2046.9)
7152: (x,y) = (-515.48,2026.44)
7153: (x,y) = (-535.162,2003.8)
7154: (x,y) = (-541.399,2033.14)
7155: (x,y) = (-550.67,2061.67)
7156: (x,y) = (-575.244,2044.47)
7157: (x,y) = (-585.995,2016.46)
7158: (x,y) = (-563.354,1996.78)
7159: (x,y) = (-570.612,1967.67)
7160: (x,y) = (-587.819,1992.24)
7161: (x,y) = (-576.097,2019.86)
7162: (x,y) = (-554.517,1999.02)
7163: (x,y) = (-530.558,2017.07)
7164: (x,y) = (-503.152,2004.87)
7165: (x,y) = (-500.016,2034.71)
7166: (x,y) = (-474.301,2019.26)
7167: (x,y) = (-502.666,2029.02)
7168: (x,y) = (-518.564,2054.46)
7169: (x,y) = (-536.197,2030.19)
7170: (x,y) = (-565.306,2022.94)
7171: (x,y) = (-595.302,2023.46)
7172: (x,y) = (-571.987,2004.58)
7173: (x,y) = (-542.028,2003.01)
7174: (x,y) = (-512.684,2009.25)
7175: (x,y) = (-541.522,2017.52)
7176: (x,y) = (-561.204,2040.16)
7177: (x,y) = (-534.014,2052.84)
7178: (x,y) = (-541.272,2023.73)
7179: (x,y) = (-511.496,2027.38)
7180: (x,y) = (-510.449,2057.37)
7181: (x,y) = (-495.449,2031.38)
7182: (x,y) = (-492.313,2001.55)
7183: (x,y) = (-488.657,1971.77)
7184: (x,y) = (-518.106,1977.5)
7185: (x,y) = (-489.74,1987.26)
7186: (x,y) = (-496.489,1958.03)
7187: (x,y) = (-503.746,1928.92)
7188: (x,y) = (-526.728,1948.21)
7189: (x,y) = (-550.998,1930.57)
7190: (x,y) = (-577.728,1944.19)
7191: (x,y) = (-580.343,1914.31)
7192: (x,y) = (-573.594,1885.08)
7193: (x,y) = (-583.361,1913.44)
7194: (x,y) = (-613.247,1916.06)
7195: (x,y) = (-633.321,1938.35)
7196: (x,y) = (-620.643,1965.54)
7197: (x,y) = (-591.805,1973.81)
7198: (x,y) = (-580.083,1946.19)
7199: (x,y) = (-564.632,1971.91)
7200: (x,y) = (-574.892,1943.72)
7201: (x,y) = (-593.362,1967.36)
7202: (x,y) = (-603.623,1995.55)
7203: (x,y) = (-599.967,2025.33)
7204: (x,y) = (-570.008,2023.76)
7205: (x,y) = (-540.172,2020.62)
7206: (x,y) = (-551.894,1993)
7207: (x,y) = (-570.364,2016.65)
7208: (x,y) = (-541.998,2026.41)
7209: (x,y) = (-513.021,2034.18)
7210: (x,y) = (-483.313,2038.35)
7211: (x,y) = (-455.305,2027.6)
7212: (x,y) = (-433.725,2006.76)
7213: (x,y) = (-426.467,1977.65)
7214: (x,y) = (-433.725,1948.54)
7215: (x,y) = (-450.932,1973.12)
7216: (x,y) = (-480.818,1975.73)
7217: (x,y) = (-507.548,1989.35)
7218: (x,y) = (-515.817,1960.51)
7219: (x,y) = (-494.237,1939.67)
7220: (x,y) = (-508.781,1913.44)
7221: (x,y) = (-488.322,1935.38)
7222: (x,y) = (-489.892,1965.34)
7223: (x,y) = (-465.621,1982.97)
7224: (x,y) = (-439.133,1997.05)
7225: (x,y) = (-440.18,1967.07)
7226: (x,y) = (-469.524,1973.31)
7227: (x,y) = (-471.094,2003.27)
7228: (x,y) = (-463.837,1974.16)
7229: (x,y) = (-470.074,2003.5)
7230: (x,y) = (-442.668,2015.71)
7231: (x,y) = (-421.828,2037.29)
7232: (x,y) = (-428.065,2066.63)
7233: (x,y) = (-448.905,2088.21)
7234: (x,y) = (-467.784,2111.52)
7235: (x,y) = (-441.546,2096.98)
7236: (x,y) = (-460.016,2120.62)
7237: (x,y) = (-471.254,2092.81)
7238: (x,y) = (-475.947,2122.44)
7239: (x,y) = (-447.581,2132.2)
7240: (x,y) = (-450.717,2102.37)
7241: (x,y) = (-422.71,2091.62)
7242: (x,y) = (-392.728,2090.57)
7243: (x,y) = (-393.775,2120.55)
7244: (x,y) = (-396.911,2090.72)
7245: (x,y) = (-405.18,2061.88)
7246: (x,y) = (-404.656,2091.87)
7247: (x,y) = (-398.932,2121.32)
7248: (x,y) = (-394.239,2091.69)
7249: (x,y) = (-365.55,2082.92)
7250: (x,y) = (-367.12,2052.96)
7251: (x,y) = (-395.311,2063.22)
7252: (x,y) = (-369.33,2078.22)
7253: (x,y) = (-339.335,2078.75)
7254: (x,y) = (-368.173,2070.48)
7255: (x,y) = (-357.912,2042.29)
7256: (x,y) = (-358.436,2012.29)
7257: (x,y) = (-328.55,2014.9)
7258: (x,y) = (-300.935,2026.63)
7259: (x,y) = (-288.732,2054.03)
7260: (x,y) = (-260.725,2043.28)
7261: (x,y) = (-256.032,2013.65)
7262: (x,y) = (-267.27,2041.47)
7263: (x,y) = (-262.577,2071.1)
7264: (x,y) = (-244.523,2095.06)
7265: (x,y) = (-256.725,2122.46)
7266: (x,y) = (-238.255,2146.1)
7267: (x,y) = (-220.201,2170.06)
7268: (x,y) = (-190.219,2171.11)
7269: (x,y) = (-162.604,2182.83)
7270: (x,y) = (-153.333,2211.36)
7271: (x,y) = (-175.627,2231.44)
7272: (x,y) = (-192.835,2206.86)
7273: (x,y) = (-182.574,2235.05)
7274: (x,y) = (-188.812,2264.4)
7275: (x,y) = (-211.453,2284.08)
7276: (x,y) = (-240.291,2275.81)
7277: (x,y) = (-269.635,2269.57)
7278: (x,y) = (-269.635,2299.57)
7279: (x,y) = (-282.314,2326.76)
7280: (x,y) = (-312.199,2329.38)
7281: (x,y) = (-282.218,2328.33)
7282: (x,y) = (-307.378,2344.67)
7283: (x,y) = (-301.141,2374.01)
7284: (x,y) = (-271.145,2373.49)
7285: (x,y) = (-242.307,2365.22)
7286: (x,y) = (-212.599,2369.4)
7287: (x,y) = (-235.581,2388.68)
7288: (x,y) = (-258.222,2369)
7289: (x,y) = (-261.358,2339.16)
7290: (x,y) = (-288.321,2326.01)
7291: (x,y) = (-316.512,2315.75)
7292: (x,y) = (-346.471,2314.18)
7293: (x,y) = (-375.92,2308.46)
7294: (x,y) = (-402.65,2322.08)
7295: (x,y) = (-412.417,2350.44)
7296: (x,y) = (-395.21,2325.87)
7297: (x,y) = (-388.461,2355.1)
7298: (x,y) = (-363.59,2371.87)
7299: (x,y) = (-393.586,2372.4)
7300: (x,y) = (-367.097,2358.31)
7301: (x,y) = (-375.868,2387)
7302: (x,y) = (-353.574,2366.93)
7303: (x,y) = (-380.304,2353.31)
7304: (x,y) = (-360.622,2375.95)
7305: (x,y) = (-345.622,2401.93)
7306: (x,y) = (-369.263,2383.46)
7307: (x,y) = (-381.465,2356.05)
7308: (x,y) = (-398.241,2380.93)
7309: (x,y) = (-379.361,2357.61)
7310: (x,y) = (-397.416,2333.65)
7311: (x,y) = (-382.416,2307.67)
7312: (x,y) = (-412.411,2308.19)
7313: (x,y) = (-384.404,2318.95)
7314: (x,y) = (-355.872,2328.22)
7315: (x,y) = (-385.854,2329.26)
7316: (x,y) = (-402.193,2304.1)
7317: (x,y) = (-408.43,2274.76)
7318: (x,y) = (-437.974,2269.55)
7319: (x,y) = (-442.15,2299.26)
7320: (x,y) = (-470.681,2308.53)
7321: (x,y) = (-446.722,2326.58)
7322: (x,y) = (-432.638,2300.09)
7323: (x,y) = (-456.278,2281.62)
7324: (x,y) = (-476.352,2259.33)
7325: (x,y) = (-452.393,2241.28)
7326: (x,y) = (-427.233,2224.94)
7327: (x,y) = (-406.02,2246.15)
7328: (x,y) = (-383.039,2265.43)
7329: (x,y) = (-353.043,2265.96)
7330: (x,y) = (-374.623,2245.12)
7331: (x,y) = (-387.774,2218.15)
7332: (x,y) = (-359.584,2207.89)
7333: (x,y) = (-341.95,2232.16)
7334: (x,y) = (-342.997,2262.14)
7335: (x,y) = (-317.016,2277.14)
7336: (x,y) = (-329.695,2304.33)
7337: (x,y) = (-310.411,2281.35)
7338: (x,y) = (-335.853,2297.25)
7339: (x,y) = (-346.604,2325.26)
7340: (x,y) = (-366.286,2347.9)
7341: (x,y) = (-375.057,2319.21)
7342: (x,y) = (-356.177,2342.52)
7343: (x,y) = (-336.893,2319.54)
7344: (x,y) = (-361.765,2336.32)
7345: (x,y) = (-346.313,2310.6)
7346: (x,y) = (-316.313,2310.6)
7347: (x,y) = (-288.698,2322.33)
7348: (x,y) = (-279.428,2350.86)
7349: (x,y) = (-308.877,2345.13)
7350: (x,y) = (-279.1,2341.48)
7351: (x,y) = (-296.734,2317.21)
7352: (x,y) = (-301.943,2346.75)
7353: (x,y) = (-291.192,2318.74)
7354: (x,y) = (-266.922,2301.11)
7355: (x,y) = (-241.48,2285.21)
7356: (x,y) = (-259.114,2309.48)
7357: (x,y) = (-287.803,2318.25)
7358: (x,y) = (-300.481,2291.06)
7359: (x,y) = (-276.841,2309.53)
7360: (x,y) = (-305.819,2317.3)
7361: (x,y) = (-315.586,2345.66)
7362: (x,y) = (-308.837,2316.43)
7363: (x,y) = (-280.148,2325.2)
7364: (x,y) = (-308.986,2333.47)
7365: (x,y) = (-280.008,2341.24)
7366: (x,y) = (-275.315,2311.61)
7367: (x,y) = (-301.554,2326.15)
7368: (x,y) = (-330.243,2317.38)
7369: (x,y) = (-315.699,2291.14)
7370: (x,y) = (-319.874,2261.43)
7371: (x,y) = (-294.159,2245.98)
7372: (x,y) = (-323.39,2239.23)
7373: (x,y) = (-353.226,2236.1)
7374: (x,y) = (-348.533,2206.47)
7375: (x,y) = (-374.248,2191.02)
7376: (x,y) = (-344.252,2190.49)
7377: (x,y) = (-339.043,2160.95)
7378: (x,y) = (-356.25,2136.37)
7379: (x,y) = (-346.483,2164.74)
7380: (x,y) = (-317.794,2155.97)
7381: (x,y) = (-337.868,2133.67)
7382: (x,y) = (-320.234,2109.4)
7383: (x,y) = (-316.578,2139.18)
7384: (x,y) = (-291.137,2155.08)
7385: (x,y) = (-314.777,2173.55)
7386: (x,y) = (-308.029,2144.32)
7387: (x,y) = (-282.048,2159.32)
7388: (x,y) = (-264.414,2135.05)
7389: (x,y) = (-293.759,2141.28)
7390: (x,y) = (-283.008,2169.29)
7391: (x,y) = (-254.318,2160.52)
7392: (x,y) = (-250.662,2130.74)
7393: (x,y) = (-220.954,2126.57)
7394: (x,y) = (-190.954,2126.57)
7395: (x,y) = (-186.261,2156.2)
7396: (x,y) = (-156.485,2159.85)
7397: (x,y) = (-151.275,2130.31)
7398: (x,y) = (-169.745,2106.67)
7399: (x,y) = (-162.488,2135.78)
7400: (x,y) = (-163.011,2165.77)
7401: (x,y) = (-133.235,2169.43)
7402: (x,y) = (-112.022,2190.64)
7403: (x,y) = (-104.764,2161.53)
7404: (x,y) = (-133.995,2154.79)
7405: (x,y) = (-109.421,2137.58)
7406: (x,y) = (-79.7125,2141.75)
7407: (x,y) = (-109.057,2135.52)
7408: (x,y) = (-122.677,2162.25)
7409: (x,y) = (-136.296,2135.52)
7410: (x,y) = (-139.432,2105.68)
7411: (x,y) = (-144.642,2135.23)
7412: (x,y) = (-115.952,2126.45)
7413: (x,y) = (-111.777,2156.16)
7414: (x,y) = (-141.736,2154.59)
7415: (x,y) = (-153.458,2126.98)
7416: (x,y) = (-156.594,2156.81)
7417: (x,y) = (-128.778,2145.57)
7418: (x,y) = (-124.603,2115.87)
7419: (x,y) = (-102.309,2135.94)
7420: (x,y) = (-127.18,2152.72)
7421: (x,y) = (-97.9489,2145.97)
7422: (x,y) = (-70.7597,2158.65)
7423: (x,y) = (-57.14,2185.38)
7424: (x,y) = (-29.1326,2174.63)
7425: (x,y) = (-35.3699,2145.28)
7426: (x,y) = (-6.68079,2154.05)
7427: (x,y) = (-30.3211,2135.58)
7428: (x,y) = (-11.0375,2158.56)
7429: (x,y) = (-26.4886,2184.28)
7430: (x,y) = (-14.2865,2156.87)
7431: (x,y) = (-37.6009,2175.75)
7432: (x,y) = (-56.0707,2199.39)
7433: (x,y) = (-81.5122,2183.49)
7434: (x,y) = (-67.428,2157.01)
7435: (x,y) = (-96.6591,2150.26)
7436: (x,y) = (-76.9774,2172.9)
7437: (x,y) = (-59.3438,2148.63)
7438: (x,y) = (-65.5812,2119.28)
7439: (x,y) = (-94.69,2126.54)
7440: (x,y) = (-80.1457,2152.78)
7441: (x,y) = (-108.677,2162.05)
7442: (x,y) = (-130.972,2182.12)
7443: (x,y) = (-109.392,2202.96)
7444: (x,y) = (-122.543,2229.93)
7445: (x,y) = (-151.774,2223.18)
7446: (x,y) = (-140.536,2195.36)
7447: (x,y) = (-165.977,2179.47)
7448: (x,y) = (-195.608,2184.16)
7449: (x,y) = (-191.433,2213.87)
7450: (x,y) = (-209.487,2237.83)
7451: (x,y) = (-187.546,2217.37)
7452: (x,y) = (-176.795,2245.37)
7453: (x,y) = (-203.284,2259.46)
7454: (x,y) = (-212.554,2230.93)
7455: (x,y) = (-207.345,2201.38)
7456: (x,y) = (-201.107,2172.04)
7457: (x,y) = (-201.631,2142.04)
7458: (x,y) = (-172.087,2147.25)
7459: (x,y) = (-145.598,2133.17)
7460: (x,y) = (-119.883,2148.62)
7461: (x,y) = (-149.81,2150.71)
7462: (x,y) = (-120.701,2143.45)
7463: (x,y) = (-94.9864,2158.91)
7464: (x,y) = (-68.498,2172.99)
7465: (x,y) = (-61.2403,2143.88)
7466: (x,y) = (-82.4535,2122.67)
7467: (x,y) = (-75.705,2151.9)
7468: (x,y) = (-81.9423,2181.24)
7469: (x,y) = (-52.0565,2178.63)
7470: (x,y) = (-65.6762,2151.9)
7471: (x,y) = (-94.3654,2160.67)
7472: (x,y) = (-68.1268,2175.21)
7473: (x,y) = (-76.8979,2146.52)
7474: (x,y) = (-71.1736,2175.97)
7475: (x,y) = (-95.7482,2193.18)
7476: (x,y) = (-93.6555,2223.11)
7477: (x,y) = (-107.275,2196.38)
7478: (x,y) = (-126.957,2173.74)
7479: (x,y) = (-145.837,2197.05)
7480: (x,y) = (-121.262,2179.84)
7481: (x,y) = (-91.3351,2177.75)
7482: (x,y) = (-69.0408,2157.68)
7483: (x,y) = (-71.1335,2127.75)
7484: (x,y) = (-43.1261,2138.5)
7485: (x,y) = (-68.8411,2123.05)
7486: (x,y) = (-98.6767,2119.91)
7487: (x,y) = (-128.563,2122.53)
7488: (x,y) = (-98.8545,2118.35)
7489: (x,y) = (-87.6163,2146.17)
7490: (x,y) = (-113.058,2162.07)
7491: (x,y) = (-120.822,2133.09)
7492: (x,y) = (-133.501,2105.9)
7493: (x,y) = (-103.665,2109.03)
7494: (x,y) = (-94.8941,2080.35)
7495: (x,y) = (-93.324,2050.39)
7496: (x,y) = (-83.0634,2022.2)
7497: (x,y) = (-55.657,2034.4)
7498: (x,y) = (-26.0264,2029.7)
7499: (x,y) = (-0.584955,2045.6)
