Target Distance: 100, Step Size: 1
7676: (x,y) = (20.4613,45.3245)
7677: (x,y) = (19.4954,45.5833)
7678: (x,y) = (20.3146,45.0097)
7679: (x,y) = (21.3144,44.9923)
7680: (x,y) = (22.0576,45.6614)
7681: (x,y) = (21.0614,45.5743)
7682: (x,y) = (21.484,44.668)
7683: (x,y) = (20.5852,45.1063)
7684: (x,y) = (20.9598,44.1791)
7685: (x,y) = (21.3665,43.2656)
7686: (x,y) = (21.3316,44.265)
7687: (x,y) = (21.0728,43.2991)
7688: (x,y) = (20.2848,42.6834)
7689: (x,y) = (20.9668,43.4148)
7690: (x,y) = (20.324,44.1808)
7691: (x,y) = (20.5659,43.2105)
7692: (x,y) = (19.6204,43.5361)
7693: (x,y) = (19.7076,42.5399)
7694: (x,y) = (20.6779,42.298)
7695: (x,y) = (21.6176,42.64)
7696: (x,y) = (22.5511,42.9983)
7697: (x,y) = (22.5511,41.9983)
7698: (x,y) = (23.5498,42.0507)
7699: (x,y) = (24.546,41.9635)
7700: (x,y) = (23.6397,41.5409)
7701: (x,y) = (23.6571,42.5408)
7702: (x,y) = (24.4343,41.9114)
7703: (x,y) = (23.5682,42.4114)
7704: (x,y) = (24.3343,41.7686)
7705: (x,y) = (23.7325,42.5673)
7706: (x,y) = (22.7581,42.7922)
7707: (x,y) = (23.3874,42.0151)
7708: (x,y) = (22.4261,42.2907)
7709: (x,y) = (21.757,43.0339)
7710: (x,y) = (20.757,43.0339)
7711: (x,y) = (19.8582,42.5955)
7712: (x,y) = (18.8705,42.4391)
7713: (x,y) = (19.8449,42.2141)
7714: (x,y) = (20.8449,42.2141)
7715: (x,y) = (20.3299,43.0713)
7716: (x,y) = (20.5378,42.0931)
7717: (x,y) = (21.3468,41.5053)
7718: (x,y) = (20.9884,40.5718)
7719: (x,y) = (20.2224,41.2146)
7720: (x,y) = (21.2005,41.4225)
7721: (x,y) = (22.1461,41.748)
7722: (x,y) = (22.5844,42.6468)
7723: (x,y) = (23.2915,43.3539)
7724: (x,y) = (22.3212,43.5959)
7725: (x,y) = (22.5291,42.6177)
7726: (x,y) = (22.9518,43.524)
7727: (x,y) = (21.9592,43.4021)
7728: (x,y) = (22.3976,44.3009)
7729: (x,y) = (22.8976,43.4349)
7730: (x,y) = (23.4712,44.2541)
7731: (x,y) = (22.694,44.8834)
7732: (x,y) = (23.56,45.3834)
7733: (x,y) = (23.1854,44.4562)
7734: (x,y) = (23.5438,43.5226)
7735: (x,y) = (22.8007,42.8535)
7736: (x,y) = (23.7666,43.1123)
7737: (x,y) = (24.6326,42.6123)
7738: (x,y) = (25.364,43.2943)
7739: (x,y) = (24.364,43.2943)
7740: (x,y) = (25.2628,42.8559)
7741: (x,y) = (24.5314,42.1739)
7742: (x,y) = (25.4302,42.6123)
7743: (x,y) = (24.4689,42.888)
7744: (x,y) = (23.6118,42.3729)
7745: (x,y) = (23.421,41.3913)
7746: (x,y) = (22.5005,41.782)
7747: (x,y) = (23.4967,41.8692)
7748: (x,y) = (23.4095,42.8654)
7749: (x,y) = (24.1042,43.5847)
7750: (x,y) = (23.285,44.1583)
7751: (x,y) = (22.9926,45.1146)
7752: (x,y) = (23.4466,44.2236)
7753: (x,y) = (23.6031,45.2113)
7754: (x,y) = (22.712,45.6653)
7755: (x,y) = (23.6256,45.2585)
7756: (x,y) = (23.052,44.4394)
7757: (x,y) = (23.052,45.4394)
7758: (x,y) = (22.0957,45.7317)
7759: (x,y) = (22.5957,44.8657)
7760: (x,y) = (23.4529,45.3808)
7761: (x,y) = (23.4529,46.3808)
7762: (x,y) = (23.6093,47.3684)
7763: (x,y) = (24,46.4479)
7764: (x,y) = (24.9336,46.0896)
7765: (x,y) = (24.511,45.1833)
7766: (x,y) = (25.402,45.6373)
7767: (x,y) = (26.3965,45.5327)
7768: (x,y) = (25.5774,44.9592)
7769: (x,y) = (25.9194,45.8988)
7770: (x,y) = (24.9249,46.0034)
7771: (x,y) = (23.9401,45.8297)
7772: (x,y) = (22.9741,46.0885)
7773: (x,y) = (23.2665,47.0448)
7774: (x,y) = (24.261,46.9403)
7775: (x,y) = (23.8864,46.0131)
7776: (x,y) = (22.9729,45.6064)
7777: (x,y) = (22.0983,46.0912)
7778: (x,y) = (21.8059,45.1349)
7779: (x,y) = (22.2907,44.2603)
7780: (x,y) = (22.6327,45.2)
7781: (x,y) = (22.6327,44.2)
7782: (x,y) = (22.7892,43.2123)
7783: (x,y) = (22.2741,42.3551)
7784: (x,y) = (23.2618,42.1987)
7785: (x,y) = (23.5708,43.1497)
7786: (x,y) = (22.7517,42.5762)
7787: (x,y) = (22.5952,43.5639)
7788: (x,y) = (23.4243,44.123)
7789: (x,y) = (24.3698,44.4486)
7790: (x,y) = (25.1469,45.0779)
7791: (x,y) = (25.6009,44.1869)
7792: (x,y) = (26.5465,43.8614)
7793: (x,y) = (27.5367,43.7222)
7794: (x,y) = (27.3288,44.7003)
7795: (x,y) = (28.0949,44.0575)
7796: (x,y) = (27.5502,43.2189)
7797: (x,y) = (26.9209,43.996)
7798: (x,y) = (25.9284,43.8742)
7799: (x,y) = (25.876,44.8728)
7800: (x,y) = (24.9305,44.5472)
7801: (x,y) = (25.9303,44.5647)
7802: (x,y) = (25.024,44.9873)
7803: (x,y) = (26.0202,45.0744)
7804: (x,y) = (26.608,44.2654)
7805: (x,y) = (25.7508,44.7805)
7806: (x,y) = (25.1773,45.5996)
7807: (x,y) = (24.3112,46.0996)
7808: (x,y) = (23.321,46.2388)
7809: (x,y) = (24.2665,46.5644)
7810: (x,y) = (25.0545,45.9487)
7811: (x,y) = (24.6478,46.8622)
7812: (x,y) = (24.9733,45.9167)
7813: (x,y) = (24.4885,45.0421)
7814: (x,y) = (25.4831,44.9376)
7815: (x,y) = (24.592,45.3916)
7816: (x,y) = (23.5959,45.3044)
7817: (x,y) = (22.7212,44.8196)
7818: (x,y) = (22.4122,43.8685)
7819: (x,y) = (21.6351,43.2392)
7820: (x,y) = (21.4614,44.224)
7821: (x,y) = (20.5051,44.5164)
7822: (x,y) = (21.3797,45.0012)
7823: (x,y) = (21.5189,45.9915)
7824: (x,y) = (20.6126,46.4141)
7825: (x,y) = (19.9565,47.1688)
7826: (x,y) = (20.0263,46.1712)
7827: (x,y) = (19.9391,45.175)
7828: (x,y) = (19.7827,44.1874)
7829: (x,y) = (19.5919,45.169)
7830: (x,y) = (18.9491,44.4029)
7831: (x,y) = (19.8321,43.9335)
7832: (x,y) = (20.7384,43.5109)
7833: (x,y) = (21.6447,43.9335)
7834: (x,y) = (20.7701,43.4487)
7835: (x,y) = (19.879,43.9027)
7836: (x,y) = (20.5737,44.622)
7837: (x,y) = (21.48,44.1994)
7838: (x,y) = (20.4824,44.2691)
7839: (x,y) = (20.4824,45.2691)
7840: (x,y) = (19.7878,44.5498)
7841: (x,y) = (19.0446,45.2189)
7842: (x,y) = (18.1383,44.7963)
7843: (x,y) = (17.232,45.2189)
7844: (x,y) = (16.9065,44.2734)
7845: (x,y) = (17.232,45.2189)
7846: (x,y) = (16.232,45.2189)
7847: (x,y) = (16.474,46.1892)
7848: (x,y) = (16.6476,45.2044)
7849: (x,y) = (17.2068,44.3754)
7850: (x,y) = (16.2324,44.6003)
7851: (x,y) = (15.9401,43.644)
7852: (x,y) = (15.6477,44.6003)
7853: (x,y) = (14.6864,44.3247)
7854: (x,y) = (13.7954,43.8707)
7855: (x,y) = (13.0883,44.5778)
7856: (x,y) = (12.1486,44.2358)
7857: (x,y) = (11.6336,45.0929)
7858: (x,y) = (12.3996,45.7357)
7859: (x,y) = (12.2088,46.7174)
7860: (x,y) = (12.1217,47.7136)
7861: (x,y) = (11.3336,48.3292)
7862: (x,y) = (11.9072,47.5101)
7863: (x,y) = (12.4371,46.662)
7864: (x,y) = (11.4628,46.887)
7865: (x,y) = (10.5565,47.3096)
7866: (x,y) = (10.4693,48.3058)
7867: (x,y) = (10.5565,49.302)
7868: (x,y) = (11.5559,49.3369)
7869: (x,y) = (11.5733,48.337)
7870: (x,y) = (10.5771,48.4242)
7871: (x,y) = (9.90798,47.681)
7872: (x,y) = (10.564,48.4357)
7873: (x,y) = (10.255,47.4847)
7874: (x,y) = (9.9962,46.5188)
7875: (x,y) = (9.00593,46.6579)
7876: (x,y) = (9.80457,46.0561)
7877: (x,y) = (10.0465,47.0264)
7878: (x,y) = (9.67188,46.0992)
7879: (x,y) = (9.23351,46.998)
7880: (x,y) = (10.1732,47.3401)
7881: (x,y) = (10.4822,46.389)
7882: (x,y) = (11.4699,46.5454)
7883: (x,y) = (12.4699,46.5454)
7884: (x,y) = (13.4675,46.4757)
7885: (x,y) = (12.6585,45.8879)
7886: (x,y) = (13.651,46.0098)
7887: (x,y) = (12.6897,45.7341)
7888: (x,y) = (11.8151,45.2493)
7889: (x,y) = (11.9716,44.2616)
7890: (x,y) = (10.9899,44.4524)
7891: (x,y) = (9.99237,44.5222)
7892: (x,y) = (10.4772,45.3968)
7893: (x,y) = (10.0546,46.3031)
7894: (x,y) = (9.58509,47.1861)
7895: (x,y) = (9.41144,48.1709)
7896: (x,y) = (8.62343,48.7865)
7897: (x,y) = (7.79439,48.2273)
7898: (x,y) = (6.7982,48.1402)
7899: (x,y) = (5.98918,48.728)
7900: (x,y) = (6.98781,48.6756)
7901: (x,y) = (6.37215,47.8876)
7902: (x,y) = (7.35029,48.0955)
7903: (x,y) = (7.50673,47.1078)
7904: (x,y) = (6.93315,47.927)
7905: (x,y) = (6.17844,48.5831)
7906: (x,y) = (6.16099,49.5829)
7907: (x,y) = (6.19589,50.5823)
7908: (x,y) = (5.37674,50.0087)
7909: (x,y) = (4.52869,49.4788)
7910: (x,y) = (3.61514,49.0721)
7911: (x,y) = (3.30613,50.0231)
7912: (x,y) = (2.54008,50.6659)
7913: (x,y) = (2.62724,51.6621)
7914: (x,y) = (3.56693,51.3201)
7915: (x,y) = (4.5572,51.4593)
7916: (x,y) = (3.56465,51.5811)
7917: (x,y) = (4.53902,51.3562)
7918: (x,y) = (3.63272,50.9336)
7919: (x,y) = (4.55322,51.3243)
7920: (x,y) = (4.48346,50.3267)
7921: (x,y) = (4.07673,49.4132)
7922: (x,y) = (4.40229,50.3587)
7923: (x,y) = (3.45678,50.0331)
7924: (x,y) = (2.85496,49.2345)
7925: (x,y) = (1.87015,49.0608)
7926: (x,y) = (2.35496,48.1862)
7927: (x,y) = (3.32089,48.445)
7928: (x,y) = (3.42542,47.4505)
7929: (x,y) = (2.86622,48.2796)
7930: (x,y) = (3.72339,48.7946)
7931: (x,y) = (3.77573,47.796)
7932: (x,y) = (3.1066,47.0528)
7933: (x,y) = (3.19375,46.0566)
7934: (x,y) = (2.21561,45.8487)
7935: (x,y) = (3.20815,45.7268)
7936: (x,y) = (3.78173,46.546)
7937: (x,y) = (4.02365,45.5757)
7938: (x,y) = (4.16282,46.566)
7939: (x,y) = (3.37481,47.1816)
7940: (x,y) = (2.65547,47.8763)
7941: (x,y) = (1.72829,48.2509)
7942: (x,y) = (1.19837,49.0989)
7943: (x,y) = (0.350321,49.6289)
7944: (x,y) = (-0.0880499,48.7301)
7945: (x,y) = (0.810744,48.2917)
7946: (x,y) = (-0.102801,48.6984)
7947: (x,y) = (0.441838,49.5371)
7948: (x,y) = (1.21898,48.9078)
7949: (x,y) = (0.617169,48.1091)
7950: (x,y) = (1.2863,47.366)
7951: (x,y) = (1.12986,48.3537)
7952: (x,y) = (2.12013,48.2145)
7953: (x,y) = (1.87821,47.2442)
7954: (x,y) = (2.34768,46.3613)
7955: (x,y) = (1.64058,45.6542)
7956: (x,y) = (2.38372,44.985)
7957: (x,y) = (1.83908,44.1464)
7958: (x,y) = (1.44835,45.0669)
7959: (x,y) = (0.860565,44.2579)
7960: (x,y) = (0.25875,43.4592)
7961: (x,y) = (1.22001,43.7349)
7962: (x,y) = (0.381341,44.2795)
7963: (x,y) = (0.17343,45.2576)
7964: (x,y) = (0.548036,44.3305)
7965: (x,y) = (-0.300012,43.8005)
7966: (x,y) = (0.538659,43.2559)
7967: (x,y) = (-0.238487,42.6266)
7968: (x,y) = (0.751781,42.7658)
7969: (x,y) = (0.94259,41.7841)
7970: (x,y) = (0.340775,40.9855)
7971: (x,y) = (1.30204,41.2611)
7972: (x,y) = (1.47568,42.2459)
7973: (x,y) = (2.47325,42.1762)
7974: (x,y) = (1.51199,42.4518)
7975: (x,y) = (0.550725,42.1762)
7976: (x,y) = (1.41675,41.6762)
7977: (x,y) = (0.438603,41.4683)
7978: (x,y) = (-0.134973,42.2874)
7979: (x,y) = (-1.09624,42.5631)
7980: (x,y) = (-0.626764,41.6801)
7981: (x,y) = (0.0160241,40.9141)
7982: (x,y) = (-0.105845,39.9215)
7983: (x,y) = (-1.0569,40.2305)
7984: (x,y) = (-1.9557,39.7922)
7985: (x,y) = (-1.68006,40.7534)
7986: (x,y) = (-1.87087,39.7718)
7987: (x,y) = (-2.83213,40.0474)
7988: (x,y) = (-2.17607,39.2927)
7989: (x,y) = (-1.19792,39.5006)
7990: (x,y) = (-0.409912,40.1163)
7991: (x,y) = (0.134727,40.955)
7992: (x,y) = (-0.0217072,39.9673)
7993: (x,y) = (0.522932,40.806)
7994: (x,y) = (1.3801,41.321)
7995: (x,y) = (0.405729,41.096)
7996: (x,y) = (-0.371417,41.7254)
7997: (x,y) = (0.627974,41.6905)
7998: (x,y) = (0.869896,40.7202)
7999: (x,y) = (0.0127285,41.2352)
8000: (x,y) = (0.186377,40.2504)
8001: (x,y) = (-0.734128,40.6411)
8002: (x,y) = (-1.70005,40.8999)
8003: (x,y) = (-2.31572,40.1119)
8004: (x,y) = (-1.40941,40.5346)
8005: (x,y) = (-2.34299,40.1762)
8006: (x,y) = (-1.84299,39.3102)
8007: (x,y) = (-2.51212,38.567)
8008: (x,y) = (-2.58188,37.5695)
8009: (x,y) = (-2.15926,38.4758)
8010: (x,y) = (-1.31121,39.0057)
8011: (x,y) = (-1.06929,39.976)
8012: (x,y) = (-0.103361,40.2348)
8013: (x,y) = (-1.07773,40.4597)
8014: (x,y) = (-1.60765,39.6117)
8015: (x,y) = (-1.65999,40.6103)
8016: (x,y) = (-2.1448,39.7357)
8017: (x,y) = (-2.87615,40.4177)
8018: (x,y) = (-3.1011,39.4433)
8019: (x,y) = (-2.67848,40.3496)
8020: (x,y) = (-1.7513,40.7243)
8021: (x,y) = (-2.72567,40.9492)
8022: (x,y) = (-1.73115,40.8447)
8023: (x,y) = (-1.5062,39.8703)
8024: (x,y) = (-1.62807,40.8628)
8025: (x,y) = (-0.721757,41.2855)
8026: (x,y) = (0.25639,41.0776)
8027: (x,y) = (-0.273529,40.2295)
8028: (x,y) = (-0.532348,39.2636)
8029: (x,y) = (-0.497449,38.2642)
8030: (x,y) = (0.385499,38.7337)
8031: (x,y) = (1.0675,39.465)
8032: (x,y) = (1.58254,38.6078)
8033: (x,y) = (2.00515,39.5142)
8034: (x,y) = (2.16159,38.5265)
8035: (x,y) = (3.00026,37.9818)
8036: (x,y) = (2.94792,36.9832)
8037: (x,y) = (2.93047,37.983)
8038: (x,y) = (1.96454,37.7242)
8039: (x,y) = (2.67165,38.4313)
8040: (x,y) = (1.75115,38.8221)
8041: (x,y) = (1.06915,38.0907)
8042: (x,y) = (0.55411,38.9479)
8043: (x,y) = (1.27345,39.6425)
8044: (x,y) = (1.20369,38.645)
8045: (x,y) = (2.20354,38.6275)
8046: (x,y) = (1.4604,39.2967)
8047: (x,y) = (0.612348,39.8266)
8048: (x,y) = (-0.106992,40.5212)
8049: (x,y) = (0.71216,41.0948)
8050: (x,y) = (0.799316,42.091)
8051: (x,y) = (1.66534,42.591)
8052: (x,y) = (0.744837,42.2003)
8053: (x,y) = (0.935646,43.1819)
8054: (x,y) = (1.61764,42.4505)
8055: (x,y) = (2.11764,41.5845)
8056: (x,y) = (1.87572,42.5548)
8057: (x,y) = (2.39076,41.6976)
8058: (x,y) = (3.03355,42.4637)
8059: (x,y) = (2.40423,41.6865)
8060: (x,y) = (1.56556,41.1419)
8061: (x,y) = (2.20834,40.3759)
8062: (x,y) = (2.36478,39.3882)
8063: (x,y) = (3.25579,39.8422)
8064: (x,y) = (4.21705,40.1178)
8065: (x,y) = (4.55907,41.0575)
8066: (x,y) = (5.55359,40.953)
8067: (x,y) = (4.64728,41.3756)
8068: (x,y) = (3.69622,41.6846)
8069: (x,y) = (2.70854,41.5282)
8070: (x,y) = (3.01755,42.4792)
8071: (x,y) = (2.03593,42.2884)
8072: (x,y) = (2.34494,41.3374)
8073: (x,y) = (1.37057,41.1124)
8074: (x,y) = (0.796997,40.2933)
8075: (x,y) = (1.20373,41.2068)
8076: (x,y) = (1.6421,42.1056)
8077: (x,y) = (2.61647,42.3305)
8078: (x,y) = (1.78744,41.7714)
8079: (x,y) = (0.847745,41.4293)
8080: (x,y) = (1.5038,42.184)
8081: (x,y) = (0.516115,42.3405)
8082: (x,y) = (0.291164,43.3148)
8083: (x,y) = (-0.268029,44.1439)
8084: (x,y) = (-0.610049,43.2042)
8085: (x,y) = (-0.0508559,44.0332)
8086: (x,y) = (0.387515,43.1344)
8087: (x,y) = (-0.307143,42.4151)
8088: (x,y) = (0.692248,42.3802)
8089: (x,y) = (1.66254,42.1383)
8090: (x,y) = (1.52337,43.1285)
8091: (x,y) = (1.64524,44.1211)
8092: (x,y) = (0.663612,44.3119)
8093: (x,y) = (0.305245,43.3783)
8094: (x,y) = (-0.0367756,44.318)
8095: (x,y) = (-1.03297,44.2309)
8096: (x,y) = (-0.278261,43.5748)
8097: (x,y) = (0.635285,43.1681)
8098: (x,y) = (-0.212763,42.6381)
8099: (x,y) = (0.779783,42.5163)
8100: (x,y) = (1.57842,43.1181)
8101: (x,y) = (1.82034,42.1478)
8102: (x,y) = (0.822776,42.078)
8103: (x,y) = (1.64193,41.5045)
8104: (x,y) = (2.62356,41.3136)
8105: (x,y) = (3.12356,42.1797)
8106: (x,y) = (3.9716,42.7096)
8107: (x,y) = (4.57342,43.5082)
8108: (x,y) = (5.14699,42.6891)
8109: (x,y) = (4.67752,43.572)
8110: (x,y) = (4.10395,44.3912)
8111: (x,y) = (3.40929,43.6718)
8112: (x,y) = (3.75131,42.7321)
8113: (x,y) = (3.08218,41.989)
8114: (x,y) = (2.33903,41.3199)
8115: (x,y) = (2.95469,42.1079)
8116: (x,y) = (3.21351,41.142)
8117: (x,y) = (2.28633,41.5166)
8118: (x,y) = (2.44276,40.5289)
8119: (x,y) = (1.53646,40.9515)
8120: (x,y) = (2.49276,41.2439)
8121: (x,y) = (2.13439,40.3103)
8122: (x,y) = (1.79237,41.25)
8123: (x,y) = (0.797851,41.1454)
8124: (x,y) = (0.0547066,41.8146)
8125: (x,y) = (0.0023706,42.8132)
8126: (x,y) = (-0.45162,41.9222)
8127: (x,y) = (0.405547,41.4072)
8128: (x,y) = (0.763915,42.3407)
8129: (x,y) = (1.60259,41.7961)
8130: (x,y) = (0.63666,41.5373)
8131: (x,y) = (0.344288,42.4936)
8132: (x,y) = (-0.200351,43.3323)
8133: (x,y) = (0.745168,43.6578)
8134: (x,y) = (1.30436,42.8288)
8135: (x,y) = (0.929754,43.756)
8136: (x,y) = (1.58581,43.0013)
8137: (x,y) = (0.702866,42.5318)
8138: (x,y) = (-0.26306,42.7906)
8139: (x,y) = (-0.892381,43.5678)
8140: (x,y) = (-1.8379,43.2422)
8141: (x,y) = (-2.78896,43.5512)
8142: (x,y) = (-1.79276,43.464)
8143: (x,y) = (-2.42208,44.2412)
8144: (x,y) = (-1.56491,44.7562)
8145: (x,y) = (-2.35292,44.1406)
8146: (x,y) = (-1.75111,44.9392)
8147: (x,y) = (-2.74138,44.8)
8148: (x,y) = (-3.11598,43.8728)
8149: (x,y) = (-2.23304,43.4034)
8150: (x,y) = (-1.27673,43.111)
8151: (x,y) = (-1.36389,42.1148)
8152: (x,y) = (-2.1186,41.4588)
8153: (x,y) = (-1.29945,40.8852)
8154: (x,y) = (-0.50081,40.2834)
8155: (x,y) = (-1.13013,39.5062)
8156: (x,y) = (-0.600211,40.3543)
8157: (x,y) = (-0.392299,41.3324)
8158: (x,y) = (-0.0999276,42.2887)
8159: (x,y) = (0.900072,42.2887)
8160: (x,y) = (1.02194,41.2962)
8161: (x,y) = (0.987042,40.2968)
8162: (x,y) = (0.694671,41.2531)
8163: (x,y) = (1.46072,41.8959)
8164: (x,y) = (0.527135,42.2542)
8165: (x,y) = (0.752086,41.2799)
8166: (x,y) = (1.66563,41.6866)
8167: (x,y) = (1.30726,42.6202)
8168: (x,y) = (0.638133,43.3633)
8169: (x,y) = (1.12294,44.2379)
8170: (x,y) = (0.748336,45.1651)
8171: (x,y) = (-0.172169,44.7744)
8172: (x,y) = (-0.891509,44.0797)
8173: (x,y) = (-1.18388,45.036)
8174: (x,y) = (-2.09743,44.6293)
8175: (x,y) = (-2.35625,43.6634)
8176: (x,y) = (-3.31255,43.371)
8177: (x,y) = (-3.5375,42.3966)
8178: (x,y) = (-3.41563,43.3892)
8179: (x,y) = (-3.34588,44.3868)
8180: (x,y) = (-3.98866,43.6207)
8181: (x,y) = (-3.51919,42.7378)
8182: (x,y) = (-4.25055,42.0558)
8183: (x,y) = (-3.45191,41.4539)
8184: (x,y) = (-3.57378,40.4614)
8185: (x,y) = (-4.56633,40.3395)
8186: (x,y) = (-4.17559,41.26)
8187: (x,y) = (-5.14589,41.0181)
8188: (x,y) = (-5.87724,41.7001)
8189: (x,y) = (-6.64329,42.3429)
8190: (x,y) = (-7.61358,42.101)
8191: (x,y) = (-7.04001,42.9201)
8192: (x,y) = (-6.37088,43.6633)
8193: (x,y) = (-7.36342,43.7851)
8194: (x,y) = (-6.52475,43.2405)
8195: (x,y) = (-7.41576,42.7865)
8196: (x,y) = (-7.52029,43.781)
8197: (x,y) = (-6.53002,43.6419)
8198: (x,y) = (-7.51483,43.4682)
8199: (x,y) = (-7.68847,44.453)
8200: (x,y) = (-7.08666,45.2517)
8201: (x,y) = (-6.55674,44.4036)
8202: (x,y) = (-6.0121,43.5649)
8203: (x,y) = (-6.86927,44.08)
8204: (x,y) = (-6.22648,44.846)
8205: (x,y) = (-7.06515,45.3907)
8206: (x,y) = (-6.34581,46.0853)
8207: (x,y) = (-6.73654,45.1648)
8208: (x,y) = (-6.02944,45.8719)
8209: (x,y) = (-5.02959,45.8545)
8210: (x,y) = (-4.13858,45.4005)
8211: (x,y) = (-4.97725,45.9451)
8212: (x,y) = (-4.52326,45.0541)
8213: (x,y) = (-5.47957,44.7617)
8214: (x,y) = (-4.52851,44.4527)
8215: (x,y) = (-4.23614,45.409)
8216: (x,y) = (-4.47806,44.4387)
8217: (x,y) = (-3.822,45.1934)
8218: (x,y) = (-3.87434,44.1948)
8219: (x,y) = (-3.96149,43.1986)
8220: (x,y) = (-4.94918,43.0422)
8221: (x,y) = (-5.13999,44.0238)
8222: (x,y) = (-4.37395,43.381)
8223: (x,y) = (-4.91859,42.5424)
8224: (x,y) = (-4.84883,41.5448)
8225: (x,y) = (-5.78852,41.8868)
8226: (x,y) = (-5.70137,42.883)
8227: (x,y) = (-6.17084,42.0001)
8228: (x,y) = (-7.05378,42.4695)
8229: (x,y) = (-7.89246,43.0142)
8230: (x,y) = (-6.93615,42.7218)
8231: (x,y) = (-6.7112,43.6962)
8232: (x,y) = (-6.7112,44.6962)
8233: (x,y) = (-6.43556,43.7349)
8234: (x,y) = (-7.11756,43.0036)
8235: (x,y) = (-7.88361,43.6463)
8236: (x,y) = (-7.29582,42.8373)
8237: (x,y) = (-8.09446,43.4391)
8238: (x,y) = (-8.28526,42.4575)
8239: (x,y) = (-9.01662,41.7755)
8240: (x,y) = (-9.81525,42.3773)
8241: (x,y) = (-10.0741,43.3433)
8242: (x,y) = (-9.08926,43.5169)
8243: (x,y) = (-8.42013,42.7738)
8244: (x,y) = (-9.41466,42.8783)
8245: (x,y) = (-8.42439,42.7391)
8246: (x,y) = (-7.51808,43.1617)
8247: (x,y) = (-6.98816,42.3137)
8248: (x,y) = (-6.24502,42.9828)
8249: (x,y) = (-7.20628,43.2584)
8250: (x,y) = (-8.09728,42.8045)
8251: (x,y) = (-8.32224,43.7788)
8252: (x,y) = (-8.40939,42.7826)
8253: (x,y) = (-7.64335,43.4254)
8254: (x,y) = (-6.69783,43.0999)
8255: (x,y) = (-6.06851,43.877)
8256: (x,y) = (-7.0082,43.535)
8257: (x,y) = (-6.53873,42.652)
8258: (x,y) = (-6.13199,41.7385)
8259: (x,y) = (-6.85133,41.0438)
8260: (x,y) = (-6.76418,42.04)
8261: (x,y) = (-6.64231,41.0475)
8262: (x,y) = (-7.63485,41.1693)
8263: (x,y) = (-6.95285,41.9007)
8264: (x,y) = (-6.69404,42.8666)
8265: (x,y) = (-5.92799,43.5094)
8266: (x,y) = (-5.41295,44.3666)
8267: (x,y) = (-5.70532,43.4103)
8268: (x,y) = (-5.14613,44.2393)
8269: (x,y) = (-4.39142,43.5833)
8270: (x,y) = (-4.82979,44.482)
8271: (x,y) = (-4.50423,45.4276)
8272: (x,y) = (-4.06585,44.5288)
8273: (x,y) = (-3.06646,44.4939)
8274: (x,y) = (-2.14596,44.8846)
8275: (x,y) = (-2.48798,45.8243)
8276: (x,y) = (-1.50029,45.6679)
8277: (x,y) = (-1.30948,44.6862)
8278: (x,y) = (-1.06756,43.7159)
8279: (x,y) = (-1.15472,42.7197)
8280: (x,y) = (-1.06756,43.7159)
8281: (x,y) = (-1.72362,44.4706)
8282: (x,y) = (-0.73335,44.6098)
8283: (x,y) = (-1.4647,43.9278)
8284: (x,y) = (-0.73335,44.6098)
8285: (x,y) = (-1.48806,43.9538)
8286: (x,y) = (-1.4183,42.9562)
8287: (x,y) = (-1.87229,42.0652)
8288: (x,y) = (-1.01513,42.5802)
8289: (x,y) = (-0.841478,43.565)
8290: (x,y) = (-1.13385,44.5213)
8291: (x,y) = (-0.152223,44.3305)
8292: (x,y) = (-0.808282,43.5758)
8293: (x,y) = (-1.69929,44.0298)
8294: (x,y) = (-0.890272,44.6176)
8295: (x,y) = (-1.8889,44.6699)
8296: (x,y) = (-1.46628,45.5762)
8297: (x,y) = (-1.57081,46.5708)
8298: (x,y) = (-1.22879,47.5105)
8299: (x,y) = (-1.74383,48.3676)
8300: (x,y) = (-1.45146,47.4113)
8301: (x,y) = (-0.936419,48.2685)
8302: (x,y) = (-1.91457,48.0606)
8303: (x,y) = (-2.00172,49.0568)
8304: (x,y) = (-1.45708,49.8954)
8305: (x,y) = (-1.42218,50.8948)
8306: (x,y) = (-1.19723,51.8692)
8307: (x,y) = (-1.02359,50.8844)
8308: (x,y) = (-1.50839,50.0098)
8309: (x,y) = (-0.508547,50.0272)
8310: (x,y) = (-1.50474,49.9401)
8311: (x,y) = (-2.4558,49.6311)
8312: (x,y) = (-1.45823,49.7008)
8313: (x,y) = (-1.0515,50.6144)
8314: (x,y) = (-0.566688,51.489)
8315: (x,y) = (0.102443,52.2321)
8316: (x,y) = (-0.831138,52.5905)
8317: (x,y) = (-1.71409,52.121)
8318: (x,y) = (-1.35572,51.1874)
8319: (x,y) = (-2.33734,50.9966)
8320: (x,y) = (-2.02833,50.0456)
8321: (x,y) = (-2.01088,49.0457)
8322: (x,y) = (-3.01088,49.0457)
8323: (x,y) = (-2.14485,49.5457)
8324: (x,y) = (-1.70648,50.4445)
8325: (x,y) = (-1.67158,51.4439)
8326: (x,y) = (-2.56259,50.9899)
8327: (x,y) = (-1.56274,51.0074)
8328: (x,y) = (-1.00354,51.8364)
8329: (x,y) = (-1.86071,52.3514)
8330: (x,y) = (-2.40535,53.1901)
8331: (x,y) = (-3.2245,52.6165)
8332: (x,y) = (-4.10745,52.1471)
8333: (x,y) = (-5.1,52.0252)
8334: (x,y) = (-4.45721,51.2592)
